"Statistic Label","Quarter","State","UNIT","VALUE"
"Deaths of Infants under 1 Year Registered per 1000 Births","1980Q1","State","Number","11.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","1980Q2","State","Number","11.6"
"Deaths of Infants under 1 Year Registered per 1000 Births","1980Q3","State","Number","9.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","1980Q4","State","Number","12.6"
"Deaths of Infants under 1 Year Registered per 1000 Births","1981Q1","State","Number","11.7"
"Deaths of Infants under 1 Year Registered per 1000 Births","1981Q2","State","Number","9.6"
"Deaths of Infants under 1 Year Registered per 1000 Births","1981Q3","State","Number","9.9"
"Deaths of Infants under 1 Year Registered per 1000 Births","1981Q4","State","Number","11.2"
"Deaths of Infants under 1 Year Registered per 1000 Births","1982Q1","State","Number","12.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","1982Q2","State","Number","10.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","1982Q3","State","Number","9.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","1982Q4","State","Number","10.3"
"Deaths of Infants under 1 Year Registered per 1000 Births","1983Q1","State","Number","10.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","1983Q2","State","Number","9.8"
"Deaths of Infants under 1 Year Registered per 1000 Births","1983Q3","State","Number","9.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","1983Q4","State","Number","10.2"
"Deaths of Infants under 1 Year Registered per 1000 Births","1984Q1","State","Number","11.9"
"Deaths of Infants under 1 Year Registered per 1000 Births","1984Q2","State","Number","10.8"
"Deaths of Infants under 1 Year Registered per 1000 Births","1984Q3","State","Number","8"
"Deaths of Infants under 1 Year Registered per 1000 Births","1984Q4","State","Number","9.8"
"Deaths of Infants under 1 Year Registered per 1000 Births","1985Q1","State","Number","9.6"
"Deaths of Infants under 1 Year Registered per 1000 Births","1985Q2","State","Number","6.9"
"Deaths of Infants under 1 Year Registered per 1000 Births","1985Q3","State","Number","9.7"
"Deaths of Infants under 1 Year Registered per 1000 Births","1985Q4","State","Number","9.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","1986Q1","State","Number","10.3"
"Deaths of Infants under 1 Year Registered per 1000 Births","1986Q2","State","Number","9.2"
"Deaths of Infants under 1 Year Registered per 1000 Births","1986Q3","State","Number","6.9"
"Deaths of Infants under 1 Year Registered per 1000 Births","1986Q4","State","Number","8.3"
"Deaths of Infants under 1 Year Registered per 1000 Births","1987Q1","State","Number","8.2"
"Deaths of Infants under 1 Year Registered per 1000 Births","1987Q2","State","Number","8"
"Deaths of Infants under 1 Year Registered per 1000 Births","1987Q3","State","Number","7"
"Deaths of Infants under 1 Year Registered per 1000 Births","1987Q4","State","Number","6"
"Deaths of Infants under 1 Year Registered per 1000 Births","1988Q1","State","Number","9.7"
"Deaths of Infants under 1 Year Registered per 1000 Births","1988Q2","State","Number","10.2"
"Deaths of Infants under 1 Year Registered per 1000 Births","1988Q3","State","Number","7.6"
"Deaths of Infants under 1 Year Registered per 1000 Births","1988Q4","State","Number","9.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","1989Q1","State","Number","8.3"
"Deaths of Infants under 1 Year Registered per 1000 Births","1989Q2","State","Number","6.7"
"Deaths of Infants under 1 Year Registered per 1000 Births","1989Q3","State","Number","7.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","1989Q4","State","Number","7.9"
"Deaths of Infants under 1 Year Registered per 1000 Births","1990Q1","State","Number","10.2"
"Deaths of Infants under 1 Year Registered per 1000 Births","1990Q2","State","Number","7.9"
"Deaths of Infants under 1 Year Registered per 1000 Births","1990Q3","State","Number","7.2"
"Deaths of Infants under 1 Year Registered per 1000 Births","1990Q4","State","Number","7.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","1991Q1","State","Number","8.2"
"Deaths of Infants under 1 Year Registered per 1000 Births","1991Q2","State","Number","8"
"Deaths of Infants under 1 Year Registered per 1000 Births","1991Q3","State","Number","7.7"
"Deaths of Infants under 1 Year Registered per 1000 Births","1991Q4","State","Number","8.9"
"Deaths of Infants under 1 Year Registered per 1000 Births","1992Q1","State","Number","8"
"Deaths of Infants under 1 Year Registered per 1000 Births","1992Q2","State","Number","6.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","1992Q3","State","Number","5.3"
"Deaths of Infants under 1 Year Registered per 1000 Births","1992Q4","State","Number","7.2"
"Deaths of Infants under 1 Year Registered per 1000 Births","1993Q1","State","Number","6.9"
"Deaths of Infants under 1 Year Registered per 1000 Births","1993Q2","State","Number","5.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","1993Q3","State","Number","5.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","1993Q4","State","Number","6.2"
"Deaths of Infants under 1 Year Registered per 1000 Births","1994Q1","State","Number","5.8"
"Deaths of Infants under 1 Year Registered per 1000 Births","1994Q2","State","Number","5.7"
"Deaths of Infants under 1 Year Registered per 1000 Births","1994Q3","State","Number","6.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","1994Q4","State","Number","5.8"
"Deaths of Infants under 1 Year Registered per 1000 Births","1995Q1","State","Number","5.6"
"Deaths of Infants under 1 Year Registered per 1000 Births","1995Q2","State","Number","7.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","1995Q3","State","Number","5.7"
"Deaths of Infants under 1 Year Registered per 1000 Births","1995Q4","State","Number","7"
"Deaths of Infants under 1 Year Registered per 1000 Births","1996Q1","State","Number","5.3"
"Deaths of Infants under 1 Year Registered per 1000 Births","1996Q2","State","Number","4.8"
"Deaths of Infants under 1 Year Registered per 1000 Births","1996Q3","State","Number","6.2"
"Deaths of Infants under 1 Year Registered per 1000 Births","1996Q4","State","Number","5.7"
"Deaths of Infants under 1 Year Registered per 1000 Births","1997Q1","State","Number","6.7"
"Deaths of Infants under 1 Year Registered per 1000 Births","1997Q2","State","Number","5.8"
"Deaths of Infants under 1 Year Registered per 1000 Births","1997Q3","State","Number","5.6"
"Deaths of Infants under 1 Year Registered per 1000 Births","1997Q4","State","Number","6.7"
"Deaths of Infants under 1 Year Registered per 1000 Births","1998Q1","State","Number","6.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","1998Q2","State","Number","6.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","1998Q3","State","Number","5.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","1998Q4","State","Number","7.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","1999Q1","State","Number","6"
"Deaths of Infants under 1 Year Registered per 1000 Births","1999Q2","State","Number","5.8"
"Deaths of Infants under 1 Year Registered per 1000 Births","1999Q3","State","Number","5.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","1999Q4","State","Number","5.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","2000Q1","State","Number","6.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","2000Q2","State","Number","5.6"
"Deaths of Infants under 1 Year Registered per 1000 Births","2000Q3","State","Number","6.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","2000Q4","State","Number","5.6"
"Deaths of Infants under 1 Year Registered per 1000 Births","2001Q1","State","Number","5.5"
"Deaths of Infants under 1 Year Registered per 1000 Births","2001Q2","State","Number","5.2"
"Deaths of Infants under 1 Year Registered per 1000 Births","2001Q3","State","Number","6.6"
"Deaths of Infants under 1 Year Registered per 1000 Births","2001Q4","State","Number","6"
"Deaths of Infants under 1 Year Registered per 1000 Births","2002Q1","State","Number","4.9"
"Deaths of Infants under 1 Year Registered per 1000 Births","2002Q2","State","Number","6"
"Deaths of Infants under 1 Year Registered per 1000 Births","2002Q3","State","Number","4.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","2002Q4","State","Number","5"
"Deaths of Infants under 1 Year Registered per 1000 Births","2003Q1","State","Number","4.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","2003Q2","State","Number","5.3"
"Deaths of Infants under 1 Year Registered per 1000 Births","2003Q3","State","Number","5.3"
"Deaths of Infants under 1 Year Registered per 1000 Births","2003Q4","State","Number","5.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","2004Q1","State","Number","4.6"
"Deaths of Infants under 1 Year Registered per 1000 Births","2004Q2","State","Number","4.8"
"Deaths of Infants under 1 Year Registered per 1000 Births","2004Q3","State","Number","4.6"
"Deaths of Infants under 1 Year Registered per 1000 Births","2004Q4","State","Number","5.5"
"Deaths of Infants under 1 Year Registered per 1000 Births","2005Q1","State","Number","4.2"
"Deaths of Infants under 1 Year Registered per 1000 Births","2005Q2","State","Number","4.6"
"Deaths of Infants under 1 Year Registered per 1000 Births","2005Q3","State","Number","3.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","2005Q4","State","Number","4.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","2006Q1","State","Number","3.5"
"Deaths of Infants under 1 Year Registered per 1000 Births","2006Q2","State","Number","4.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","2006Q3","State","Number","3.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","2006Q4","State","Number","3.8"
"Deaths of Infants under 1 Year Registered per 1000 Births","2007Q1","State","Number","2.7"
"Deaths of Infants under 1 Year Registered per 1000 Births","2007Q2","State","Number","3.5"
"Deaths of Infants under 1 Year Registered per 1000 Births","2007Q3","State","Number","2.6"
"Deaths of Infants under 1 Year Registered per 1000 Births","2007Q4","State","Number","3.7"
"Deaths of Infants under 1 Year Registered per 1000 Births","2008Q1","State","Number","3.3"
"Deaths of Infants under 1 Year Registered per 1000 Births","2008Q2","State","Number","4.7"
"Deaths of Infants under 1 Year Registered per 1000 Births","2008Q3","State","Number","3.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","2008Q4","State","Number","3.9"
"Deaths of Infants under 1 Year Registered per 1000 Births","2009Q1","State","Number","3"
"Deaths of Infants under 1 Year Registered per 1000 Births","2009Q2","State","Number","2.8"
"Deaths of Infants under 1 Year Registered per 1000 Births","2009Q3","State","Number","4.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","2009Q4","State","Number","2.8"
"Deaths of Infants under 1 Year Registered per 1000 Births","2010Q1","State","Number","3.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","2010Q2","State","Number","4.5"
"Deaths of Infants under 1 Year Registered per 1000 Births","2010Q3","State","Number","3.7"
"Deaths of Infants under 1 Year Registered per 1000 Births","2010Q4","State","Number","3.8"
"Deaths of Infants under 1 Year Registered per 1000 Births","2011Q1","State","Number","3.6"
"Deaths of Infants under 1 Year Registered per 1000 Births","2011Q2","State","Number","3.3"
"Deaths of Infants under 1 Year Registered per 1000 Births","2011Q3","State","Number","3.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","2011Q4","State","Number","3.5"
"Deaths of Infants under 1 Year Registered per 1000 Births","2012Q1","State","Number","3.2"
"Deaths of Infants under 1 Year Registered per 1000 Births","2012Q2","State","Number","2.6"
"Deaths of Infants under 1 Year Registered per 1000 Births","2012Q3","State","Number","4.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","2012Q4","State","Number","3.7"
"Deaths of Infants under 1 Year Registered per 1000 Births","2013Q1","State","Number","3.1"
"Deaths of Infants under 1 Year Registered per 1000 Births","2013Q2","State","Number","3.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","2013Q3","State","Number","3.3"
"Deaths of Infants under 1 Year Registered per 1000 Births","2013Q4","State","Number","3.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","2014Q1","State","Number","3.7"
"Deaths of Infants under 1 Year Registered per 1000 Births","2014Q2","State","Number","3.3"
"Deaths of Infants under 1 Year Registered per 1000 Births","2014Q3","State","Number","4.3"
"Deaths of Infants under 1 Year Registered per 1000 Births","2014Q4","State","Number","3.4"
"Deaths of Infants under 1 Year Registered per 1000 Births","2015Q1","State","Number","3.2"
